revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV00471,CLT011,"Ferguson, Harris and Clark",PRJ003,Facilitate World-Class Content,INV00471,CON009,Sep-25,22-09-2025,4369269,SGD,Recognized,One-time,364105.75,4369269,4369269,3582800.58,786468.42,20.24,27-09-2025,Partial,813934,120,10.34,High,4754795,365391,USA,Quarterly
REV00472,CLT028,Villa and Sons,PRJ010,Syndicate Robust Bandwidth,INV00472,CON049,Nov-25,06-11-2025,4052255,INR,Accrued,One-time,337687.92,4052255,4052255,3322849.1,729405.9,7.03,11-11-2025,Paid,282288,98,-3.99,High,5186022,480427,India,Annual
REV00473,CLT037,"Stokes, Ellis and Miller",PRJ017,Syndicate Best-Of-Breed Web-Readiness,INV00473,CON058,Sep-25,07-09-2025,4455643,INR,Recognized,Recurring,371303.58,4455643,4455643,3653627.26,802015.74,17.94,12-09-2025,Pending,1065831,113,40.68,High,5059726,201362,Singapore,Quarterly
REV00474,CLT011,Robinson and Sons,PRJ010,Scale Sticky Applications,INV00474,CON059,Jul-25,29-07-2025,2226248,INR,Accrued,Recurring,185520.67,2226248,2226248,1825523.36,400724.64,16.4,03-08-2025,Paid,790069,18,40.47,High,2782654,73926,Australia,Monthly
REV00475,CLT029,Holder-Ross,PRJ017,Visualize Synergistic Platforms,INV00475,CON009,Jun-25,08-06-2025,3857164,USD,Recognized,Recurring,321430.33,3857164,3857164,3162874.48,694289.52,31.66,13-06-2025,Overdue,229879,96,27.38,High,5027517,232996,USA,Quarterly
REV00476,CLT033,"Bauer, Myers and Olson",PRJ003,Maximize End-To-End Networks,INV00476,CON046,Apr-26,03-04-2026,2690817,SGD,Accrued,Recurring,224234.75,2690817,2690817,2206469.94,484347.06,47.57,08-04-2026,Partial,908858,17,40.94,High,3466469,166475,India,Monthly
REV00477,CLT019,"Dalton, Wood and Wright",PRJ005,Evolve Strategic E-Commerce,INV00477,CON013,Aug-25,08-08-2025,794167,SGD,Recognized,One-time,66180.58,794167,794167,651216.94,142950.06,9.65,13-08-2025,Partial,112296,5,11.06,Medium,950782,320453,Singapore,Annual
REV00478,CLT026,Watts and Sons,PRJ020,Facilitate Cutting-Edge Systems,INV00478,CON023,Apr-26,24-04-2026,4608481,USD,Deferred,Recurring,384040.08,4608481,4608481,3778954.42,829526.58,24.53,29-04-2026,Pending,619534,17,-1.86,High,6170183,470191,UK,Annual
REV00479,CLT032,"Turner, Santos and Doyle",PRJ020,Expedite Efficient Info-Mediaries,INV00479,CON027,Oct-25,27-10-2025,2020148,INR,Deferred,One-time,168345.67,2020148,2020148,1656521.36,363626.64,49.39,01-11-2025,Overdue,305062,39,15.45,High,2660420,410427,Australia,Annual
REV00480,CLT003,Hubbard-Moody,PRJ010,Expedite Cross-Platform Systems,INV00480,CON029,Oct-25,23-10-2025,3487748,SGD,Deferred,Recurring,290645.67,3487748,3487748,2859953.36,627794.64,34.99,28-10-2025,Paid,1200631,117,-5.01,High,3877888,327830,Australia,Annual
REV00481,CLT004,Case-Curtis,PRJ017,Re-Intermediate Frictionless Solutions,INV00481,CON014,Nov-25,16-11-2025,3087496,USD,Deferred,One-time,257291.33,3087496,3087496,2531746.72,555749.28,6.86,21-11-2025,Partial,416158,25,35.29,High,3608226,376344,Singapore,Quarterly
REV00482,CLT011,Berg-Kelly,PRJ010,Benchmark Scalable E-Tailers,INV00482,CON020,Oct-25,06-10-2025,253376,USD,Recognized,One-time,21114.67,253376,253376,207768.32,45607.68,36.71,11-10-2025,Paid,82779,103,26.28,Low,268612,393171,UK,Monthly
REV00483,CLT026,"Williams, Buckley and Bush",PRJ007,Facilitate E-Business Partnerships,INV00483,CON054,Oct-25,08-10-2025,2668837,INR,Accrued,One-time,222403.08,2668837,2668837,2188446.34,480390.66,20.2,13-10-2025,Partial,891609,70,29.61,High,3044198,240598,USA,Quarterly
REV00484,CLT025,Williams-Lopez,PRJ001,Transform Real-Time Infrastructures,INV00484,CON032,Oct-25,05-10-2025,3352135,INR,Deferred,One-time,279344.58,3352135,3352135,2748750.7,603384.3,22.78,10-10-2025,Overdue,1146264,96,-8.5,High,3745066,13050,UK,Annual
REV00485,CLT006,"Moore, Logan and Brown",PRJ005,Unleash Innovative Models,INV00485,CON026,Dec-25,18-12-2025,4022128,USD,Deferred,One-time,335177.33,4022128,4022128,3298144.96,723983.04,17.94,23-12-2025,Overdue,1516308,112,19,High,4503693,402343,UK,Monthly
REV00486,CLT016,"Simon, Ford and Maldonado",PRJ011,Transition Back-End E-Tailers,INV00486,CON030,Aug-25,30-08-2025,4101666,USD,Deferred,Recurring,341805.5,4101666,4101666,3363366.12,738299.88,19.14,04-09-2025,Paid,1163515,114,29.38,High,5208790,482990,India,Monthly
REV00487,CLT034,Rodriguez Ltd,PRJ016,Extend Cross-Platform Initiatives,INV00487,CON009,Dec-25,09-12-2025,4639282,SGD,Accrued,One-time,386606.83,4639282,4639282,3804211.24,835070.76,28.17,14-12-2025,Pending,837614,6,2.81,High,5477339,154257,USA,Annual
REV00488,CLT009,"Barrett, Jones and Nguyen",PRJ006,Strategize Clicks-And-Mortar Convergence,INV00488,CON034,Jan-26,15-01-2026,4025113,SGD,Recognized,Recurring,335426.08,4025113,4025113,3300592.66,724520.34,50.6,20-01-2026,Pending,666240,58,-4.25,High,4794505,2937,Singapore,Annual
REV00489,CLT001,Kim-Jacobs,PRJ007,Cultivate B2B Supply-Chains,INV00489,CON018,Oct-25,26-10-2025,2433938,USD,Accrued,Recurring,202828.17,2433938,2433938,1995829.16,438108.84,8.1,31-10-2025,Overdue,955788,116,10.57,High,3088173,192557,Australia,Monthly
REV00490,CLT037,Rocha-Buck,PRJ019,Target 24/365 Schemas,INV00490,CON039,Feb-26,27-02-2026,2375636,INR,Recognized,Recurring,197969.67,2375636,2375636,1948021.52,427614.48,7.76,04-03-2026,Partial,773078,116,21.95,High,3142417,109736,Singapore,Annual
REV00491,CLT031,Lara-Pope,PRJ011,Disintermediate Dot-Com Solutions,INV00491,CON020,May-26,17-05-2026,4247450,USD,Accrued,One-time,353954.17,4247450,4247450,3482909,764541,5.46,22-05-2026,Overdue,245988,35,18.61,High,4940603,202128,USA,Annual
REV00492,CLT017,Simpson-Hess,PRJ004,Transform Open-Source Methodologies,INV00492,CON036,Jul-25,14-07-2025,3702512,SGD,Recognized,Recurring,308542.67,3702512,3702512,3036059.84,666452.16,6.18,19-07-2025,Pending,730187,27,-13.48,High,4293825,244357,UK,Quarterly
REV00493,CLT024,"Rhodes, Weber and Guerra",PRJ009,Integrate Vertical Functionalities,INV00493,CON033,Oct-25,15-10-2025,159005,SGD,Deferred,Recurring,13250.42,159005,159005,130384.1,28620.9,20.72,20-10-2025,Paid,17893,9,23.83,Low,197564,208820,USA,Annual
REV00494,CLT007,Oliver Inc,PRJ002,Orchestrate Collaborative Bandwidth,INV00494,CON024,Mar-26,01-03-2026,291902,INR,Recognized,Recurring,24325.17,291902,291902,239359.64,52542.36,17.66,06-03-2026,Partial,93495,24,27.34,Low,321989,446139,UK,Quarterly
REV00495,CLT038,"Lewis, Petty and Higgins",PRJ012,Aggregate Revolutionary E-Business,INV00495,CON034,Jun-25,16-06-2025,168876,SGD,Recognized,Recurring,14073,168876,168876,138478.32,30397.68,13.06,21-06-2025,Partial,54575,112,25.06,Low,180434,101156,USA,Quarterly
REV00496,CLT022,"Wallace, Velasquez and Porter",PRJ015,Streamline Mission-Critical Channels,INV00496,CON037,Jul-25,08-07-2025,772219,INR,Accrued,Recurring,64351.58,772219,772219,633219.58,138999.42,4.34,13-07-2025,Paid,242748,16,-8.02,Medium,831809,382494,USA,Monthly
REV00497,CLT013,"Walker, White and Brown",PRJ005,Implement E-Business Users,INV00497,CON020,Feb-26,12-02-2026,497408,INR,Deferred,Recurring,41450.67,497408,497408,407874.56,89533.44,26.84,17-02-2026,Overdue,185051,41,-4.32,Low,543233,165434,Singapore,Monthly
REV00498,CLT029,Yates-Walker,PRJ006,Streamline Visionary Vortals,INV00498,CON003,Feb-26,07-02-2026,4959206,SGD,Recognized,One-time,413267.17,4959206,4959206,4066548.92,892657.08,31.33,12-02-2026,Pending,326535,73,19.12,High,6685637,227464,USA,Annual
REV00499,CLT012,Boyer-Heath,PRJ016,Enhance Enterprise Partnerships,INV00499,CON009,Mar-26,07-03-2026,3969550,USD,Accrued,One-time,330795.83,3969550,3969550,3255031,714519,13.41,12-03-2026,Paid,677361,52,18.83,High,4951979,472527,India,Monthly
REV00500,CLT012,"Walls, Smith and Harvey",PRJ001,Leverage Interactive Roi,INV00500,CON029,May-26,05-05-2026,3878943,USD,Accrued,One-time,323245.25,3878943,3878943,3180733.26,698209.74,12.08,10-05-2026,Partial,1207886,93,11.1,High,4537587,437306,USA,Quarterly
